Code,Short,Name (Eng),Name (Chi),Principal Office,Place Incorporated,Principal Activities,Industry Classification,Currency,Issued Shares,Authorised Shares,Par Value,Board Lot,Listing Date,Remark
01121,BAOFENGMODERN,Baofeng Modern International Holdings Co. Ltd.,寶峰時尚國際控股有限公司,"Room 504, 5/FOfficePlus @Sheung Wan93-103 Wing Lok StreetSheung Wan, Hong Kong",Cayman Islands,"Manufactures and trades of slippers, sandals and casual footwear.","Consumer Goods - Textiles, Clothing & Personal Care - Footwear (HSIC*)",HKD,"1,083,779,608","5,000,000,000",USD 0.0100,2000,28/1/2011,New
01122,QINGLING MOTORS,Qingling Motors Co. Ltd. - H Shares,慶鈴汽車股份有限公司 - H股,"1 Xiexing CunZhongliangshanJiulongpo DistrictChongqing, PRC",PRC,"Production and sale of Isuzu light, medium and heavy-duty trucks, pick-up trucks, multi-purpose vehicles and diesel and petrol engines.",Industrials - Industrial Engineering - Commercial Vehicles & Trucks (HSIC*),HKD,"1,238,651,865",N/A,RMB 1.0000,2000,17/8/1994,New
01123,CHINA-HK PHOTO,China-Hongkong Photo Products Holdings Ltd.,中港照相器材集團有限公司,8/F Tsuen Wan Ind Centre220-248 Texaco RoadTsuen WanHong Kong,Bermuda,"Marketing and distribution of photographic developing, processing and printing products & sale of photographic merchandises, skincare products, consumer electronic products and household appliances; and provision of technical services.",Consumer Goods - Household Goods & Electronics - Consumer Electronics (HSIC*),HKD,"1,185,318,349","2,000,000,000",HKD 0.1000,2000,19/9/1994,New
01124,COASTAL GL,Coastal Greenland Ltd.,沿海綠色家園有限公司,"Suite 1712-16, 17/FChina Merchants TowerShun Tak Centre200 Connaught Road Central, HK",Bermuda,"Property development, property investment, provision of property management services, project management and construction and project investment services.",Properties & Construction - Properties - Property Development (HSIC*),HKD,"4,185,874,285","7,000,000,000",HKD 0.1000,2000,16/10/1997,New
01125,LAI FUNG HOLD,Lai Fung Holdings Ltd.,麗豐控股有限公司,11th FloorLai Sun Commercial Centre680 Cheung Sha Wan RoadKowloon Hong Kong,Cayman Islands,Property development for sale and property investment for rental purposes.,Properties & Construction - Properties - Property Investment (HSIC*),HKD,"16,197,692,086","20,000,000,000",HKD 0.1000,20000,28/11/1997,New
01126,DREAM INT'L,Dream International Ltd.,德林國際有限公司,"Unit 501 & 6/FChina Minmetals Tower79 Chatham Road SouthTsim Sha Tsui, Kowloon, HK",Hong Kong,"Design, development, manufacture and sale of plush stuffed toys, ride-on toys and plastic figures and investment holding.",Consumer Goods - Household Goods & Electronics - Toys & Leisure Products (HSIC*),HKD,"676,865,000",N/A,N/A,2000,7/2/2002,New
01127,1010 PRINTING,1010 Printing Group Ltd.,匯星印刷集團有限公司,26/F625 King's RoadNorth PointHong Kong,Bermuda,Provision of printing services.,Industrials - Commercial & Professional Services - Printing & Packaging (HSIC*),HKD,"770,000,000","1,000,000,000",HKD 0.0100,4000,25/7/2011,New
01128,WYNN MACAU,"Wynn Macau, Ltd.",永利澳門有限公司,Level 54Hopewell Centre183 Queen's Road EastHong Kong,Cayman Islands,"Develop, own and operate of destination casino gaming and entertainment resort facilities in Macau.","Consumer Services - Hotels, Casinos, Restaurants & Leisure Facilities - Casinos & Gaming (HSIC*)",HKD,"5,195,525,000","20,000,000,000",HKD 0.0010,400,9/10/2009,New
01129,WATER INDUSTRY,China Water Industry Group Ltd.,中國水業集團有限公司,"Room 1207, 12th FloorWest Tower Shun Tak CentreNo 168-200 Connaught RoadCentral Hong Kong",Cayman Islands,Provision of water supply and sewage treatment services; construction of water supply and sewage treatment infrastructure; and exploitation and sale of renewable energy in the PRC.,Utilities - Utilities - Water (HSIC*),HKD,"1,596,539,766","4,000,000,000",HKD 0.5000,4000,17/1/2002,New
01130,CHINA ENV RES,China Environmental Resources Group Ltd.,中國環境資源集團有限公司,"Room 2811, 28/FWest Tower, Shun Tak Centre200 Connaught Road CentralHong Kong",Cayman Islands,"Distribution of plantation products, environmental system and plantation materials and the proivision of green technology services.",Materials - Basic Materials - Fertilisers & Agricultural Chemicals (HSIC*),HKD,"1,697,138,114","15,000,000,000",HKD 0.0200,4000,3/6/1997,New
01131,AGRITRADE RES,Agritrade Resources Ltd.,鴻寶資源有限公司,"Room 1705, 17th FloorHarcourt House39 Gloucester RoadWanchai, Hong Kong",Bermuda,"Mining, exploration, logistics, sales of coal and other mining-related activities; time chartering of leased vessels.",Energy - Coal - Coal (HSIC*),HKD,"1,521,065,600","4,600,000,000",HKD 0.1000,5000,19/3/1997,New
01132,ORANGE SKY G H,Orange Sky Golden Harvest Entertainment (Holdings) Ltd.,橙天嘉禾娛樂(集團)有限公司,"24th Floor, AXA Centre151 Gloucester RoadWan ChaiHong Kong",Bermuda,"Worldwide film and video distribution, film exhibition, provision of advertising and consultancy services in Hong Kong, Mainland China, Taiwan and Singapore; films and television programmes production in Hong Kong and Mainland China.",Consumer Services - Media & Entertainment - Movies & Entertainment (HSIC*),HKD,"2,742,519,248","6,000,000,000",HKD 0.1000,5000,23/11/1994,New
01133,HARBIN ELECTRIC,Harbin Electric Co. Ltd. - H Shares,哈爾濱電氣股份有限公司 - H股,"Block 3 Nangang District High-Technology Production BaseHarbin, HeilongjiangPRC",PRC,Manufacturing and sales of various kinds of power equipments and power station engineering services.,Industrials - Industrial Engineering - Environmental Engineering (HSIC*),HKD,"675,571,000",N/A,RMB 1.0000,2000,16/12/1994,New
01135,ASIA SATELLITE,Asia Satellite Telecommunications Holdings Ltd.,亞洲衛星控股有限公司,"12/F, Harbour Centre25 Harbour RoadWanchaiHong Kong",Bermuda,Provision of transponder capacity.,Telecommunications - Telecommunications - Satellite & Wireless Communication (HSIC*),HKD,"391,195,500","550,000,000",HKD 0.1000,500,19/6/1996,New
01136,TCC INT'L HOLD,TCC International Holdings Ltd.,台泥國際集團有限公司,16/F HK Diamond Exchange Bldg8-10 Duddell StreetCentralHong Kong,Cayman Islands,"Import and distribution of cement, manufacture and distribution of cement, clinker, concrete and other cement related products, production and distribution of ready-mixed concrete.",Properties & Construction - Construction - Construction Materials (HSIC*),HKD,"4,943,464,851","5,000,000,000",HKD 0.1000,2000,6/10/1997,New
01137,HKTV,Hong Kong Television Network Ltd.,香港電視網絡有限公司,"13th Floor, Trans Asia Centre18 Kin Hong StreetKwai Chung, New TerritoriesHong Kong",Hong Kong,"Provision of multimedia business, including online shopping mall operation, offer of free TV programming through OTT platform, multimedia and drama production, contents distribution and other related services.",Consumer Services - Media & Entertainment - Broadcasting (HSIC*),HKD,"809,016,643",N/A,N/A,1000,4/8/1997,New
01138,CHINA SHIP DEV,China Shipping Development Co. Ltd. - H Shares,中海發展股份有限公司 - H股,"Room A-1015No. 188 Ye Sheng RoadChina (Shanghai) Pilot FreeTrade Zone, the PRC",PRC,"Investment holding, the shipment of oil and cargoes along the PRC coast and international shipment .","Industrials - Industrial Transportation - Shipping & Port Operation (HSIC*)                     
				Industrials (CSIC**)",HKD,"1,296,000,000",N/A,RMB 1.0000,2000,11/11/1994,New
01139,VICTORY GROUP,Victory Group Ltd.,華多利集團有限公司,Suite 1609New East Ocean Centre9 Science Museum RoadTST East Kowloon Hong Kong,Bermuda,"Investment holding, trading of motor vehicles and money lending.",Consumer Goods - Automobiles - Automobiles (HSIC*),HKD,"859,146,438","152,055,864,000",HKD 0.0010,16000,16/2/1998,New
01140,OP FIN INV,OP Financial Investments Ltd.,東英金融投資有限公司,27/FTwo Exchange Square8 Connaught PlaceCentral Hong Kong,Cayman Islands,Investing in a diversified portfolio of global investments in listed and unlisted enterprises.,Financials - Other Financials - Investment & Asset Management (HSIC*),HKD,"1,841,396,000","4,000,000,000",HKD 0.1000,4000,20/3/2003,New
01141,SKYWAY SEC,Skyway Securities Group Ltd.,天順證券集團有限公司,"Units 6601A and 6607-6608Level 66,Int'l Commerce Centre1 Austin Road WestKowloon, Hong Kong",Bermuda,"Investment holdings, securities investment, supply and procurement, real estate and provision of brokerage, securities margin financing and related services.",Financials - Other Financials - Securities & Brokerage (HSIC*),HKD,"15,625,146,248","100,000,000,000",HKD 0.0100,10000,12/3/1998,New
01142,SIBERIAN MINING,Siberian Mining Group Co. Ltd.,西伯利亞礦業集團有限公司,"Room 2402, 24th FloorTower 2, Admiralty CentreNo 18 Harcourt RoadAdmiralty, Hong Kong",Cayman Islands,Holding mining and exploration rights of coal mines located in Russia and conducting the business of mineral resources and commodities trading.,Energy - Coal - Coal (HSIC*),HKD,"513,447,763","5,000,000,000",HKD 0.2000,10000,8/11/2002,New
01143,CH HCARE ENT,China Healthcare Enterprise Group Ltd.,華夏健康產業集團有限公司,"Suites 5815-5816, 58/FTwo International Finance CtrNo 8 Finance StreetCentral, Hong Kong",Cayman Islands,"Electronic Manufacturing Services, marketing and distribution of branded SMB phone systems, assembling and/or marketing and distribution of branded multimedia products and computer accessories, gaming and entertainment products.",Consumer Goods - Household Goods & Electronics - Consumer Electronics (HSIC*),HKD,"4,955,311,400","1,500,000,000,000",HKD 0.0010,4000,27/1/2011,New
01145,COURAGEMARINE,Courage Marine Group Ltd.,勇利航業集團有限公司,"Suite 1510, 15th FloorGreat Eagle Centre23 Harbour RoadWanchai, Hong Kong",Bermuda,Provision of marine transportation service.,Industrials - Industrial Transportation - Shipping & Port Operation (HSIC*),HKD,"127,058,928","1,000,000,000",USD 0.1800,1000,24/6/2011,New
01146,CH OUTFITTERS,China Outfitters Holdings Ltd.,中國服飾控股有限公司,"Room 1303, 13/FNew East Ocean Centre9 Science Museum RoadTsim Sha Tsui East, Kowloon,HK",Cayman Islands,"Design, manufacturing, marketing and sale of apparel products and accessories in the PRC, with a focus on menswear.","Consumer Goods - Textiles, Clothing & Personal Care - Apparel (HSIC*)",HKD,"3,445,450,000","1,000,000,000,000",HKD 0.1000,2000,9/12/2011,New
01148,POWER XINCHEN,Xinchen China Power Holdings Ltd.,新晨中國動力控股有限公司,Suites 1602-05Chater House8 Connaught Road CentralHong Kong,Cayman Islands,"Development, manufacture and sale of automotive engines for passenger vehicles and light duty commercial vehicles and manufacture of engine parts and components of the passenger vehicles in the PRC.",Consumer Goods - Automobiles - Auto Parts (HSIC*),HKD,"1,282,211,794","8,000,000,000",HKD 0.0100,1000,13/3/2013,New
01149,ANXIN-CHINA,Anxin-China Holdings Ltd.,中國安芯控股有限公司,"29/F, Lee Garden Two28 Yun Ping RoadCauseway BayHong Kong",Cayman Islands,"Integrated solutions provider, services operator and equipment manufacturer of Intelligent Surveillance, Disaster Alert and Rescue Coordination Systems and Intelligent Safety Systems.",Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"3,060,987,019","8,000,000,000",HKD 0.1000,4000,24/11/2003,New
01150,MILAN STATION,Milan Station Holdings Ltd.,米蘭站控股有限公司,"Units 1-3, 4th FloorTower 1, South Seas CentreNo 75 Mody RoadKowloon, Hong Kong",Cayman Islands,"Retailing of handbags, fashion accessories, embellishments and spa and wellness products.","Consumer Goods - Textiles, Clothing & Personal Care - Other Accessories (HSIC*)",HKD,"678,137,000","2,000,000,000",HKD 0.0100,2000,23/5/2011,New
01151,ELEC & ELTEK,Elec & Eltek International Co. Ltd.,依利安達集團有限公司,"2nd Floor, Harbour View 1No.12 Science Park East AvenuePhase II, HK Science ParkShatin, New Territories, HK",Singapore,"Fabrication and distribution of double-sided, multi-layer and highdensity interconnect printed circuit boards.",Industrials - Industrial Engineering - Industrial Components & Equipment (HSIC*),HKD,"186,919,962",N/A,N/A,500,8/7/2011,New
01152,INFINITY FIN,Infinity Financial Group (Holdings) Ltd.,新融宇集團(控股)有限公司,"Suites 1208-10Dah Sing Financial Centre108 Gloucester RoadWanchai, Hong Kong",Bermuda,Finance leasing business and trading of metal and equipment.,"Consumer Goods - Textiles, Clothing & Personal Care - Apparel (HSIC*)",HKD,"982,000,000","20,000,000,000",HKD 0.0050,2000,28/10/2011,New
01155,CENTRON TELECOM,Centron Telecom International Holding Ltd.,星辰通信國際控股有限公司,"Room 1606, 16th FloorTai Tung Building8 Fleming RoadWan Chai, Hong Kong",Cayman Islands,"Manufacture & sale of wireless telecommunications coverage system equipment and provision of related services, sale of digital television network coverage equipment & provision of related services, manufacture & sale of digital interphones.",Information Technology - IT Hardware - Telecommunication Equipment (HSIC*),HKD,"779,134,831","1,000,000,000",HKD 0.1000,1000,5/7/2007,New
01157,ZOOMLION,"Zoomlion Heavy Industry Science and Technology Co., Ltd-H Sh",中聯重科股份有限公司 - H股,"No. 361, Yin Pen South RoadChangsha CityHunan ProvincePRC",PRC,"Research, development, manufacturing, sale and leasing of concrete machinery, crane machinery, environmental and sanitation equipment, road construction and pile foundation machinery and other related heavy machinery and capital equipment.",Industrials - Industrial Engineering - Heavy Industrial Machinery (HSIC*),HKD,"1,388,207,086",N/A,RMB 1.0000,200,23/12/2010,New
01159,JIMEI INT ENT,Jimei International Entertainment Group Ltd.,集美國際娛樂集團有限公司,"Unit No 3910-1139th Floor, COSCO Tower183 Queen's Road CentralHong Kong",Bermuda,"Entertainment and gaming business, and trading of chemical products, and energy conservation and environmental protection products.",Industrials - Industrial Engineering - Industrial Components & Equipment (HSIC*),HKD,"493,564,800","20,000,000,000",HKD 0.1000,500,13/3/1998,New
01160,GRAND INV INTL,Grand Investment International Ltd.,大唐投資國際有限公司,"Unit A301, 32nd FloorUnited Centre95 QueenswayHong Kong",Bermuda,"Investing in listed and unlisted enterprises established in Hong Kong, the PRC and Macau.",Financials - Other Financials - Investment & Asset Management (HSIC*),HKD,"172,800,000","1,000,000,000",HKD 0.1000,100000,2/4/2004,New
01161,WATER OASIS GP,Water Oasis Group Ltd.,奧思集團有限公司,18/F World Trade Centre280 Gloucester RoadCauseway BayHong Kong,Cayman Islands,"Distribution of skincare products in Hong Kong, Macau, Taiwan, Singapore and the PRC and the operation of beauty salons, spa and medical beauty centres in Hong Kong and the PRC.","Consumer Goods - Textiles, Clothing & Personal Care - Cosmetics & Personal Care (HSIC*)",HKD,"763,952,764","2,000,000,000",HKD 0.1000,2000,11/3/2002,New
